STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/1/2020,," ",74,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/2/2020,,,79,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/3/2020,,,79,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/4/2020,,,82,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/5/2020,,,79,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/6/2020,,,78,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/7/2020,,,71,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/8/2020,1.46,",,S",65,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/9/2020,0.83,",,S",66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/15/2020,,,81,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/16/2020,,,82,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/17/2020,,,82,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/18/2020,,,65,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/19/2020,,,63,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/20/2020,,,68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/21/2020,,,72,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/22/2020,,,70,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/23/2020,,,63,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/24/2020,,,68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/25/2020,,,70,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/26/2020,,,66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/27/2020,,,59,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/28/2020,,,70,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/29/2020,,,74,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/30/2020,,,73,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,1/31/2020,,,81,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/1/2020,,,78,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/2/2020,0.55,",,S",68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/3/2020,0.2,",,S",77,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/4/2020,0,",,S",74,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/5/2020,0.28,",,S",73,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/6/2020,0.2,",,S",65,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/7/2020,0.75,",,S",65,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/8/2020,0.67,",,S",64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/9/2020,0.02,",,S",67,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/10/2020,0.02,",,S",66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/11/2020,0,",,S",67,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/12/2020,,,66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/13/2020,,,69,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/14/2020,,,73,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/15/2020,,,72,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/16/2020,,,71,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/17/2020,0.35,",,S",67,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/18/2020,0.12,",,S",62,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/19/2020,0.43,",,S",67,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/20/2020,1.3,",,S",68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/21/2020,0,",,S",72,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/22/2020,0.02,",,S",71,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/23/2020,0,",,S",58,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/24/2020,,,64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/25/2020,,,69,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/26/2020,,,70,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/27/2020,0.43,",,S",64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/28/2020,0.01,",,S",56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,2/29/2020,0,",,S",62,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/1/2020,,,66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/2/2020,,,67,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/3/2020,,,69,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/4/2020,,,70,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/5/2020,,,73,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/6/2020,,,75,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/7/2020,,,73,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/8/2020,,,71,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/9/2020,0.04,",,S",68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/10/2020,0.12,",,S",59,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/11/2020,0.31,",,S",67,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/12/2020,0.47,",,S",65,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/13/2020,0.08,",,S",63,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/14/2020,0,",,S",64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/15/2020,,,64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/16/2020,,,59,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/17/2020,,,63,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/18/2020,,,64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/19/2020,,,69,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/20/2020,0.01,",,S",69,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/21/2020,0,",,S",66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/22/2020,,,66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/23/2020,,,66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/24/2020,,,68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/25/2020,,,68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/26/2020,,,59,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/27/2020,,,54,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/28/2020,,,61,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/29/2020,,,64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/30/2020,,,65,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,3/31/2020,0.03,",,S",64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/1/2020,0.24,",,S",56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/2/2020,0,",,S",60,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/3/2020,,,62,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/4/2020,,,62,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/5/2020,,,63,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/6/2020,,,58,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/7/2020,,,49,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/8/2020,,,51,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/9/2020,,,60,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/10/2020,,,64,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/11/2020,,,63,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/12/2020,,,58,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/13/2020,,,54,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/14/2020,,,52,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/15/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/16/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/17/2020,,,55,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/18/2020,,,58,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/19/2020,,,68,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/20/2020,,,70,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/21/2020,,,66,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/22/2020,,,61,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/23/2020,,,60,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/24/2020,,,58,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/25/2020,,,56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/26/2020,,,57,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/27/2020,,,49,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/28/2020,,,48,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/29/2020,,,51,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,4/30/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/1/2020,,,55,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/2/2020,,,55,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/3/2020,,,56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/4/2020,,,55,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/5/2020,,,54,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/6/2020,,,56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/7/2020,,,55,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/8/2020,,,58,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/9/2020,,,57,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/10/2020,,,56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/11/2020,,,56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/12/2020,,,56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/13/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/14/2020,,,48,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/15/2020,,,50,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/16/2020,,,51,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/17/2020,,,52,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/18/2020,,,55,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/19/2020,,,60,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/20/2020,,,56,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/21/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/22/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/23/2020,,,55,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/24/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/25/2020,,,52,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/26/2020,,,37,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/27/2020,,,35,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/28/2020,,,40,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/29/2020,,,46,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/30/2020,,,48,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,5/31/2020,,,49,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,6/1/2020,,,52,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,6/2/2020,,,53,"H,,S"
SF001447910,"NOUPOORT, SF",-31.183,24.95,1496,6/3/2020,,,54,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/15/2020,,,78,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/16/2020,,,80,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/17/2020,,,82,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/18/2020,,,81,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/19/2020,0.63,",,S",75,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/20/2020,0.08,",,S",72,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/21/2020,0,",,S",74,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/22/2020,,,75,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/23/2020,,,75,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/24/2020,0.01,",,S",76,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/25/2020,0,",,S",80,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/26/2020,,,83,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/27/2020,,,76,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/28/2020,,,77,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/29/2020,,,82,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/30/2020,,,75,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,1/31/2020,,,81,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/1/2020,,,85,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/3/2020,,,80,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/4/2020,,,85,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/6/2020,,,96,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/7/2020,,,80,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/8/2020,0.12,",,S",80,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/9/2020,0,",,S",81,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/10/2020,3.66,",,S",72,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/11/2020,0.71,",,S",70,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/12/2020,0,",,S",72,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/13/2020,,,75,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/14/2020,,,79,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/17/2020,,,87,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/18/2020,,,82,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/19/2020,,,80,"H,,S"
SF000068296,"SKUKUZA, SF",-24.983,31.6,271,2/20/2020,,,83,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/1/2020,,,70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/2/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/3/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/4/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/5/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/6/2020,,,75,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/7/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/8/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/9/2020,,,70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/10/2020,,,70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/11/2020,,,68,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/12/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/13/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/14/2020,,,68,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/15/2020,,,70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/16/2020,,,70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/17/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/18/2020,0.01,",,S",69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/19/2020,0.16,",,S",69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/20/2020,0,",,S",67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/21/2020,,,68,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/22/2020,0.02,",,S",72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/23/2020,0.01,",,S",72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/24/2020,0,",,S",66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/25/2020,,,65,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/26/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/27/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/28/2020,0.12,",,S",67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/29/2020,0,",,S",72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/30/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,1/31/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/1/2020,,,78,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/2/2020,,,75,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/3/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/4/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/5/2020,,,75,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/6/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/7/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/8/2020,0.63,",,S",65,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/9/2020,0.51,",,S",70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/10/2020,1.97,",,S",69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/11/2020,0,",,S",66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/12/2020,0.01,",,S",66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/13/2020,0,",,S",69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/14/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/15/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/16/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/17/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/18/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/19/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/20/2020,,,73,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/21/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/22/2020,,,69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/23/2020,,,67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/24/2020,,,67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/25/2020,,,66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/26/2020,,,70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/27/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/28/2020,,,69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,2/29/2020,,,62,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/1/2020,,,62,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/2/2020,0.67,",,S",59,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/3/2020,0.47,",,S",63,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/4/2020,0,",,S",68,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/5/2020,,,69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/6/2020,,,67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/7/2020,,,66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/8/2020,,,74,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/9/2020,,,69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/10/2020,,,69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/11/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/12/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/13/2020,,,63,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/14/2020,,,67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/15/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/16/2020,,,70,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/17/2020,,,62,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/18/2020,,,66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/19/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/20/2020,,,72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/21/2020,,,71,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/22/2020,0.51,",,S",64,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/23/2020,0.02,",,S",67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/24/2020,0.2,",,S",69,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/25/2020,0,",,S",72,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/28/2020,,,60,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/29/2020,,,66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/30/2020,0.01,",,S",66,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,3/31/2020,0.02,",,S",67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,4/1/2020,0.01,",,S",67,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,4/2/2020,0.12,",,S",59,"H,,S"
SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500,4/3/2020,0.01,",,S",57,"H,,S"
